id	preprotext	irony
1085	Take a long time to reply and I will take TWICE as long EMOJI_5	0
1086	AUTHOR_TOKEN do you care ?	0
1087	AUTHOR_TOKEN You are too funny sometimes . I just can not take it … . .	0
1088	AUTHOR_TOKEN He is not 10 for 10 ? Cut him right now ! What about McNabb ? Young ? McCoy ?	0
1089	AUTHOR_TOKEN Yeah , but Beckett is the kind of guy that just makes you want to root for him .	0
1090	AUTHOR_TOKEN and AUTHOR_TOKEN looking intent . * url *	0
1091	AUTHOR_TOKEN follow back ?	0
1092	God have ways of showing us . . B rdy ! TOPIC_ThankYouJesus	0
1093	everyone please request TOPIC_FashionIsMyKryptonite by AUTHOR_TOKEN & AUTHOR_TOKEN ! ! ! so it reaches the DCT 3 ' s TOPIC_1 spot EMOJI_5 > * url *	0
1094	Learning to delete all the files on a flash drive ! Woo !	0
1095	Woke up at 1 thinking that I had seen a huge spider in my bed , 15 minutes later , I get bitten and it still hurts now ! TOPIC_notsleepingtonight	0
1096	will not be a repeat of last year	0
1097	Waheey , Ian 's took his hat off and had a haircut . Woo , round of applause for Ian Beale . . TOPIC_Eastenders	0
1098	[ gourmet ] THE TIMES OF MY LIFE : Stephen Longstreet ’ s piece on his last ( sad ) summer living in Europe as an artis . . * url *	0
1099	AUTHOR_TOKEN when my parents get back	0
1100	LOOKBOOK : AUTHOR_TOKEN drop their fall 2012 lookbook , see here * url * TOPIC_WeAreCypher AUTHOR_TOKEN	0
1101	AUTHOR_TOKEN will see how fat you are EMOJI_5	0
1102	Bloody chuffed with todays purchases .	0
1103	Sitting in US history class , I will b here for the next 2 1/2 hours . . TOPIC_saveme TOPIC_shouldbefun	0
1104	AUTHOR_TOKEN bu but but i thought bendtner was the only one striker available on the market , that 's why marotta want to sign him	0
1105	Swag is just a shortened version of swagger . Thanks nick I did not know that !	0
1106	AUTHOR_TOKEN its in the playroom	0
1107	You are attracted to a wide variety of new ideas during this t . . More for Capricorn * url *	0
1108	""" AUTHOR_TOKEN : NYU has installed a shining solution to its library 's troubling suicide problem | * url * ( via AUTHOR_TOKEN ) "" AUTHOR_TOKEN"	0
1109	I am immortal . You can not kill what has no life lol . TOPIC_BandGeekFTW	0
1110	"EMOJI_720 "" AUTHOR_TOKEN : There are almost 5,00 gods being worshipped by humanity . """	0
1111	Walking to class across campus , in the rain , with no umbrella , is just how I wanted my day to be . . TOPIC_soaked TOPIC_rolltide	0
1112	Keep connected with us online ! Here 's how ! * url *	0
1113	So glad the UofL free wifi works for my phone and laptop	0
1114	AUTHOR_TOKEN Its party central over here in H-burg .	0
1115	I am worried , I am stressed , I am confused but I have God that will make the right things happen so it will all be alright .	0
1116	Happy birthday dad . Glad your around to celebrate it . TOPIC_48yearsyoung	0
1117	"Maryland absolutely , positively did the right thing not honoring James Franklin 's "" Head Coach In Waiting "" status ."	0
1118	"while I was working for that . . yeah ! “ AUTHOR_TOKEN : AUTHOR_TOKEN - "" My hands almost got cut up today . . "" ”"	0
1119	What should I eat for dinner ? I mean Newton has so many great choices	0
1120	Drama on the first day of school ! ! TOPIC_awesome ! !	0
1121	AUTHOR_TOKEN AUTHOR_TOKEN ' To play with it , cherish it , NOT eat it ' EMOJI_572	0
1122	Loosing my nandos virginity this weekend TOPIC_yeahbuddy	0
1123	EMOJI_687 EMOJI_815 R . I . P to my best friend , my grandma EMOJI_694 2-21 - 1940 to 8-28 - 11 * url *	0
1124	This is not so good . * url *	0
1125	AUTHOR_TOKEN close to 10,00 lovely people .	0
1126	AUTHOR_TOKEN I dunno yet , trying to get a rough idea of numbers before we book stuff but so far you are the only one that 's replied EMOJI_3	0
1127	AUTHOR_TOKEN Now we have songs speeding up at random ? Good job . TOPIC_vevochipmunks TOPIC_fail	0
1128	Busy night in work . . Sheesh ! ! ! Bed now then TOPIC_HappyBirthday to our BabyK ! ! ( Gotta stop callin her that . . She starts school next week ! ) EMOJI_4	0
1129	SPOTTED : AUTHOR_TOKEN doing keepy-ups outside the Etihad stadium TOPIC_IDontWannaGoToStoke TOPIC_PleaseTakeMe TOPIC_TransferDeadineDay	0
1130	Months * RT AUTHOR_TOKEN : Day_two of not talking to you at all . Love this . So much fun TOPIC_imy	0
1131	Gee , airport full eeh .	0
1132	AUTHOR_TOKEN Dan , do you think Jason Tuck or that Paul Pierre kid make the Giants roster ?	0
1133	I am about to be knocked tf out .	0
1134	AUTHOR_TOKEN Nothiing	0
1135	great weather for my last day of summer	0
1136	Why did they have to put a yoyos on campus . . 🍦 EMOJI_808	0
1137	sometimes i wonder . . maybe i should 've shared that picture , or forwarded that email . . maybe then my crush might tell me he loved me	0
1138	AUTHOR_TOKEN While I was stealing them , I was told it was okay because you guys had another bag TOPIC_suckstosuck	0
1139	AUTHOR_TOKEN AUTHOR_TOKEN - I am sure mr Raja rental would have a nice profitable scheme in mind	0
1140	AUTHOR_TOKEN AUTHOR_TOKEN AUTHOR_TOKEN AUTHOR_TOKEN AUTHOR_TOKEN AUTHOR_TOKEN Is not calamari a tad cannibalistic for an asari EMOJI_572	0
1141	AUTHOR_TOKEN good one at its TOPIC_intellectual best ! Good TOPIC_acting too !	0
1142	Off to Jamaica manana ! Even though this trip is not precipitated by the best circumstances , I am looking forward to being home with fam EMOJI_577	0
1143	So stressed and upset when I do not need to be	0
1144	AUTHOR_TOKEN are you working tn ?	0
1145	AUTHOR_TOKEN EMOJI_5 but my eyes hurt so I am hittin the TOPIC_pillow	0
1146	"Fake . A Symbol of TOPIC_underestimate or TOPIC_strengthen "" AUTHOR_TOKEN : The power of ' EMOJI_5 ' """	0
1147	Going to sleep . . Byebye sweeties ! ! ! EMOJI_467	0
1148	Ron Paul gave the TOPIC_GOP the cold shoulder ? ? You do not say . . I am shocked .	0
1149	Joker is one of the best villains ever and now Shirish Kunder are out to make him proud , by inflicting mental torture on us	0
1150	Gonna be another loonngg day TOPIC_cantwait	0
1151	I think we do not have school tomorrow . .	0
1152	Ill probably be a while u diks	0
1153	All I want for mah birthday is . . 2 Chainz feat . Kanye West - Birthday Song : : * url *	0
1154	2,890 Tweet , Goes To My FBSS AUTHOR_TOKEN , ILovee Youu EMOJI_5 ) )	0
1155	Marco Rubio ! my heart goes pitter-patter . TOPIC_RNC TOPIC_GOP2012	0
1156	I have completed Ready for the Journey collection ! * url * TOPIC_ipad TOPIC_ipadgames TOPIC_gameinsight	0
1157	Alriightt , pumpin ' iron tomorrow !	0
1158	really looking forward to work today	0
1159	RIP Chris Lighty and prayers to his family / friends	0
1160	Ima Genie in a bottle baby ! Your wish is my command ! Lmao . .	0
1161	Give a person power that will be a true test of character .	0
1162	AUTHOR_TOKEN AUTHOR_TOKEN oh gosh . . I am just so stoked . Hahahah can not even wait .	0
1163	AUTHOR_TOKEN hahaha 🐟 EMOJI_800 ur that Mermaid lol EMOJI_800	0
1164	I do not know what I am more happy about the fact that Jersey Shore was cancelled or today is the last day of the RNC .	0
1165	So how do I do this can you explain a little more . .	0
1166	youtube to stream london summer paralympics live * url *	0
1167	Williams-producers shut in more gas to Transco line due Isaac : NEW YORK Aug 27 ( Reuters ) - Williams Cos Inc on M . . * url *	0
1168	AUTHOR_TOKEN exactly ! 15 acting like she is . . man she 's got a lot ahead of her in life ! Hah !	0
1169	These holidays have got so much better since the start . . EMOJI_524	0
1170	Πόσο πια ; ; ; “ AUTHOR_TOKEN : AUTHOR_TOKEN κι εσύ τεκνον βρουτε ; ”	0
1171	I love spending loads of time with my family !	0
1172	Well . That 's a good way to end this great day .	0
1173	AUTHOR_TOKEN LOL ! Wii and no he 's a CDM	0
1174	Man kills daughter 's BF in TOPIC_gun control Germany with an EXPLOSION . as long as it 's not a gun ! TOPIC_NRA * url *	0
1175	guy smoking in a smoke free part of campus . . shame on them . .	0
1176	AUTHOR_TOKEN will do . We still have to go to pizza bogo	0
1177	Yeah 3 homework assignment on the first day , that 's whats upp EMOJI_572	0
1178	Would you use this , , I will via * url * URL_TOKEN	0
1179	how u talk bout somethin wit a hoee EMOJI_802	0
1180	""" My grandparents live in like hidden valley ranch "" AUTHOR_TOKEN"	0
1181	Norwood day . Sept_8th >	0
1182	Finally they decide to answer the phone , thank you LJMU EMOJI_5 ) )	0
1183	Just found out my Visual Art class is sculpting . . TOPIC_greattt	0
1184	On my way to Cali with my momma . She is playing 70s music . - __ -	0
1185	Homeland Security campaign expands to sports * url *	0
1186	Every artistic and media endeavor in history has been unabashedly chauvinistic in nature because each was made by ignorant men .	0
1187	The one thing I really love about this Cardinals team : consistency . They come out everyday & play like it matters .	0
1188	I think TOPIC_ReachForTheStars is the next single from AUTHOR_TOKEN featuring AUTHOR_TOKEN . . just look britney 's last tweet	0
1189	Gotta go charge my phone . .	0
1190	Do not be a hard rock when you truely are a gem EMOJI_577	0
1191	AUTHOR_TOKEN you did not know ? Yep , that 's how it works ! TOPIC_lol	0
1192	these niggas bettin bags of chips . lmmfao . ican't	0
1193	10 users followed me and 7 users unfollowed me today ( checked by * url * [ autotweet ]	0
1194	AUTHOR_TOKEN love you ! EMOJI_52 oh I am sure I will	0
1195	Do not care about what other people think of you . There will always be those people who want to see you fail because they can not succed . .	0
1196	AUTHOR_TOKEN Skirt is a bit long is not it do not ya think lmao . TOPIC_hottie EMOJI_49 x	0
1197	AUTHOR_TOKEN . thanks .	0
1198	I am going to Budapest today . I have never been , what should I do ? Playing tomorrow night	0
1199	AUTHOR_TOKEN haha its an old picc tho EMOJI_39	0
1200	woman in Lidl who is just like bobby from towie haha	0
1201	AUTHOR_TOKEN Ha ! It seems to be a popular idea . And I am not surprised you are on board . You have got good taste in Doctors EMOJI_572	0
1202	AUTHOR_TOKEN so I guess u Xhosas have so much love 4 each other ! Good 4 u . . !	0
1203	I am half awake and I am working on my hmwk . Whoo !	0
1204	The Grateful Dead , Jerry Garcia and The Stolen Sweets : weekend fun in . . - * url * OregonLive . comT . . URL_TOKEN	0
1205	Impressed with Stockholm airport . Took my much too heavy first bag ( no extra cost ) & my bike box ( no extra cost ) . See if it gets to Ireland	0
1206	Hate when people think its ok to take your anger out on someone BC others piss them off . TOPIC_notcoolatall	0
1207	The bad news : poverty will return to Europe according to Unilever . Good news : they plan to adapt . * url *	0
1208	What a HUUGGEE punt ! Oh man , that was amazing ! . .	0
1209	Happy Birthday AUTHOR_TOKEN !	0
1210	AUTHOR_TOKEN sign up TOPIC_KrisLewie . With such technical skill and imposing physique as his , he is money to b made ! TOPIC_TnaGutcheck	0
1211	Is it 1:20 yett . . Ready for the weekend	0
1212	cant wait to go driving tonight with AUTHOR_TOKEN EMOJI_524 TOPIC_scared	0
1213	TOPIC_Voteonedirection !	0
1214	I am well aware Jesus does not care if I give you a discount on your church van rental . It 's called TOPIC_missionaryproblems	0
1215	American Idol Concert with mommy EMOJI_694 🎶 * url *	0
1216	Well the lady that trimmed my hair did an AWESOME job . Callback # : 319-231-7015 * url *	0
1217	Thanks AUTHOR_TOKEN your tweets are great	0
1218	AUTHOR_TOKEN haha I am at city quay just now , away to that physio ! Tbh you are more built than Pirie mate	0
1219	""" AUTHOR_TOKEN : Sex is so disgusting ! procreation"	0
1220	TOPIC_nowplaying The Unforgettable Fire - U2 EMOJI_467 3 I love Radio Veronica EMOJI_577 TOPIC_memories	0
1221	The value of a Nation Brand via Business Information Review - * url *	0
1222	"AUTHOR_TOKEN on the phone "" it can work , just look , Lamar and Chloe Kardashian have been together for 3 years now """	0
1223	AUTHOR_TOKEN This is not a kaskade concert Q .	0
1224	I do not care if it 's preseason the Eagles are 4-0	0
1225	Ohh yeaahh I feel sexy * url *	0
1226	"Sayin "" what a day "" would be an understatement right now"	0
1227	I refuse to join any union that does not offer ( or strike for ) a more equitable wage reduction to be shared by all teachers TOPIC_edchatie	0
1228	Somewhere in the desert of Nevada , there is a touch of green . * url *	0
1229	Temperature 's back to normal . This is where the dizziness starts . Feels like I took drugs ; my whole world is spinning in slow-mo .	0
1230	TOPIC_Unmukt ' s Lawyer has misunderstood the RTE , as being Degrees & Diplomas home-delivered . AUTHOR_TOKEN	0
1231	i hate talkin when i wake up , just dnt say shit to me for an hour or two then i will be good lol .	0
1232	We all have that one person who we wished we never gave our phone number to . . TOPIC_Ted	0
1233	Of course no one 's gonna RT or Fav my last tweet because everyone 's a ghost follower and nobody EVER reads my tweets . EMOJI_338	0
1234	It 's like the freaking Euro cup .	0
1235	AUTHOR_TOKEN “ AUTHOR_TOKEN : The mice at Farringdon station are hungry . Hungry for blood : * url * via AUTHOR_TOKEN ”	0
1236	Can someone please tell me why it smells like poop in Lebanon right now ? ! Like seriously though . . TOPIC_sogross   	0
1237	“ AUTHOR_TOKEN : All TOPIC_bwfc fans should support TOPIC_Arsenal for the simple reason that they are TOPIC_titlecontenders ” AUTHOR_TOKEN	0
1238	AUTHOR_TOKEN deaal EMOJI_44 thank you boo wxx	0
1239	🍻 🍸 👙 🏊 ☀ 🐬 EMOJI_775 soo excited ! ! !	0
1240	Not knowing when people are using . .	0
1241	Ahh what a great start to a day . .	0
1242	Out of work at 5 ! Yess ! ! !	0
1243	AUTHOR_TOKEN AUTHOR_TOKEN tall cause then I can develop my shot	0
1244	* url * This is easily one of my fav AUTHOR_TOKEN videos ! AUTHOR_TOKEN AUTHOR_TOKEN AUTHOR_TOKEN , you 3 outdid yourselves ! !	0
1245	Saints day tomorrow ! Then my birthday ! EMOJI_5	0
1246	AUTHOR_TOKEN I know but I just noticed it haha	0
1247	TOPIC_i10 shutdown est and west lanes due to a 18 wheeler turning ova and leakin diesel . . dat driver must have been sleepy as fucc !	0
1248	Ok so today Was good until after school Which sucked b / c I do cc and it 's like 100 degrees out & a bunch of other crap TOPIC_funday	0
1249	Current events , US history , Spanish and English . . my nights gonna be so much fun .	0
1250	TOPIC_wikileaks UK : No Solution in Sight to Assange Standoff : Britain says no solution in sight to standoff with Ecua . . * url *	0
1251	espn is disapionted that they didnt get the TOPIC_CFL game tonight . it is monday_night after all TOPIC_mnf	0
1252	Vilmos Zsigmond , ASC shooting with the TOPIC_F65 8K Digital Motion Picture Camera * url * via AUTHOR_TOKEN cc : AUTHOR_TOKEN AUTHOR_TOKEN	0
1253	AUTHOR_TOKEN I had that same feeling a month ago	0
1254	I have got twenty minutes to walk up a flight of stairs . I sure hope I make it to my next class .	0
1255	"From 1995 , "" Now that was just for no good reason . "" TOPIC_Wings * url * TOPIC_GetGlueHD TOPIC_Wings"	0
1256	Ring Alarm Clock with Vibrating System : The alarm clock “ Ring ” is specially designed by Fandimeng designers for . . * url *	0
1257	A1337535 , a Pug in CA , needs a home now ! See him on * url * URL_TOKEN	0
1258	AUTHOR_TOKEN yes AUTHOR_TOKEN is a vile anti-Israel journalist , but is he worse than the others from the newsweeklies ? karon ? Dickey ?	0
1259	$ 200 dollar credit limit on my new credit card TOPIC_Perfect EMOJI_770 💚	0
1260	Evaluasi terakhir selesai tinggal bertanding di PON ( ҂ ' ̀ ⌣ ' ́ ) 9 semangaat ! ! !	0
1261	Pentagon threatens legal action over bin Laden book - * url * Yeah , that should help your re-election AUTHOR_TOKEN	0
1262	Jersey shore us canceled ? TOPIC_SoSad	0
1263	AUTHOR_TOKEN good seeing you last night . haha	0
1264	New Jersey Shopping Plaza Shootout Leaves Three Dead - Yahoo ! * url * via AUTHOR_TOKEN	0
1265	That senior assembly really made my day . TOPIC_sofun	0
1266	Sister , Sister is on TOPIC_thatshitsmyshit	0
1267	[ It is ] he that sitteth upon the circle of the earth , and the inhabitants thereof [ are ] as grasshopp . . * url *	0
1268	Wow I did a great job painting my nails	0
1269	In such a good mood today TOPIC_tired	0
1270	AUTHOR_TOKEN you liar l0l . . what kind of family are you	0
1271	Bump that music . . TOPIC_imtryingtosleep	0
1272	Jake is pretty picky about his pears . . but do not worry , there are a few left for you at Cottin 's Hardware . . * url *	0
1273	AUTHOR_TOKEN IMHO it 's better than the louvre . Better layout , more of the stuff I love . So glad you are getting to take it in !	0
1274	BL : A Few Clouds and 76 F at Salt Lake City International , UT Winds are Southeast at 10.4 MPH ( 9 KT ) . The pressure is 1 * url *	0
1275	Think I need to paint my nails TARDIS blue again .	0
1276	Wow my fridge is so full ! EMOJI_4 * url *	0
1277	Romney has the support of a straight , rich , angry old white man . What a stretch !	0
1278	AUTHOR_TOKEN Bravo ! ! Was just thinking that you ought to be busier this autumn / winter !	0
1279	TOPIC_iphone TOPIC_applegood TOPIC_instagood TOPIC_famous TOPIC_fashion TOPIC_design TOPIC_cali TOPIC_iphone TOPIC_ipad TOPIC_beatifull TOPIC_fast TOPIC_thin * url *	0
1280	I Smoked A Lot Of Sky , I Drank A Lot Of Rain . . : I have done a bit trawling and managed to come up with another Han . . * url *	0
1281	How will I ever remember the codeword ? It is so difficult . .	0
1282	Tee time at 8 . TOPIC_yay	0
1283	"TOPIC_FF AUTHOR_TOKEN because I laughed my ass off reading those "" 7zezir "" EMOJI_325 TOPIC_Lebanon"	0
1284	Really looking forward to work later TOPIC_mornings	0
1285	“ AUTHOR_TOKEN Dang boy it smells - . - ” lmao	0
1286	AUTHOR_TOKEN was invited once to speak to students that were doing my degree . Did not check my emails in time but they had FREE PIZZA & BEER EMOJI_4	0
1287	I do not have any room for negativity in my life . All that negative energy takes up space that I could be using for good stuff !	0
1288	Jus foolin tho 2 chainz	0
1289	You jogging ah ? No la i dancing * started dancing *	0
1290	its been a long time really * . * TOPIC_yummyy * url *	0
1291	I TOPIC_voteonedirection for the 2012 MTV TOPIC_VMA TOPIC_bing Most Share-Worthy Video ! See who 's in the lead and tweet your vote : * url *	0
1292	8th grade orientation tonight TOPIC_alwaysfun	0
1293	I wish they would get this Justin bieber SHIT off my TL	0
1294	I do not understand how people party every single night . However , I have never been to a party , At least not one of those parties . EMOJI_3	0
1295	The average man could not handle my haircut	0
1296	AUTHOR_TOKEN I thought you were black for months !	0
1297	AUTHOR_TOKEN Good ! I will give details later	0
1298	Safety issues with helminthic therapy * url *	0
1299	AUTHOR_TOKEN 🇫 🇷 omg what for ?	0
1300	AUTHOR_TOKEN * touches her hand that is in her stomach *	0
1301	Whaen your moms a total Bitch > > > < TOPIC_whatachild	0
1302	16 users followed me and 4 users unfollowed me today ( checked by * url * [ autotweet ]	0
1303	Take me shoppin in France and he pay in advance	0
1304	today is gonna be fun !	0
1305	Westfield full of children now < < <	0
1306	Abeg singing is nt meant for everybody aomepple shuld go n sit down	0
1307	Raven , Hill and Stone back in for Rovers qualifying final clash with Albury . Full teams on our website now . * url *	0
1308	AUTHOR_TOKEN smoking weed is not cool anymore doee only not popular kids do it now . . . - .	0
1309	Oh man , super fun night last night . . TOPIC_WoahPrettyCrazy AUTHOR_TOKEN AUTHOR_TOKEN AUTHOR_TOKEN	0
1310	Why did not we spend £ 8m on Jordan Rhodes ffs TOPIC_ArsenaI	0
1311	Unexpected finding shows climate change complexities in soil * url *	0
1312	Hey , I just re-did my entire blog that i have not been on for ages ! * url *	0
1313	Get these windows boarded ugghh	0
1314	And get out the house	0
1315	AUTHOR_TOKEN naa never they come out here . & lmaoo yupp ! Bt i heard its humid as fck out there tho EMOJI_803	0
1316	I really admire your maturity .	0
1317	Every dark light is followed by a light morning . Good Morning and do not forget to be AWESOME !	0
1318	Photo : My dream car . ( Taken with Instagram at SMART Technologies ) * url *	0
1319	ignorance is a bliss	0
1320	“ Well , that ’ s no fun . I ’ ll get some crayons and make my own dollars . ” TOPIC_KidsForRyan	0
1321	Oh christ are you going to ambers party ? ffs — yeah why would not I woo woo ! * url *	0
1322	That boba was great though	0
1323	Good times with good friends AUTHOR_TOKEN * url *	0
1324	Had a great night with the girls TOPIC_girlienightout	0
1325	Thank god they cancelled classes today , this weather is far to dangerous to go outside . .	0
1326	Wow what a great day	0
1327	Sexual frustration .	0
1328	Wait what ? It 's a cat now ? What is happening ?	0
1329	AUTHOR_TOKEN Buwas EMOJI_5 ) Pero d pak sure kun showing na geap i2 ha rob . .	0
1330	AUTHOR_TOKEN pfft heskey and Carroll what a strike force ! btw loved seeing you the other day on the P and R !	0
1331	Graphics and maths next - yay !	0
1332	AUTHOR_TOKEN and intoxicated ! ! TOPIC_winning love you hahaha EMOJI_5	0
1333	Apple managed another victory against WWA . All the wrestlers found infringing on Apple ’ s bounce back pattern .	0
1334	AUTHOR_TOKEN haha suree	0
1335	okay , I understand people wanting to evacuate for this little tropical storm , but all the gas stations in wiggins are out of unleaded gas .	0
1336	and now tomorrow the real work starts . . yaay	0
1337	"War is never the answer . Unless the question is "" What 's never the answer ? "" TOPIC_OneLove"	0
1338	Life is a nightmare	0
1339	School . . There is A Fun Time TOPIC_wooo	0
1340	AUTHOR_TOKEN Ayy when do we play ? ? ?	0
1341	AUTHOR_TOKEN Oh he goin ' . . He got arrested two days ago for havin ' a firearm on him . . Not to mention he surrenders in Sept . for Taxes . .	0
1342	Tweeter ? Twits ? Austin and Ally sure is creative . TOPIC_omgihavetotwit	0
1343	AUTHOR_TOKEN hmm . . I guess so ? I was really sober when I tweeted that EMOJI_771 🍻	0
1344	Not enjoying being single as much now tbh	0
1345	The Closer the Better * url *	0
1346	TOPIC_shittalker what I major in with an associates in	0
1347	Went to the beach today ! The water was SO warm ! TOPIC_englishsummer TOPIC_imstubborn .	0
1348	Looking forward to work tomorrow	0
1349	Polka dots and gold glitter specs EMOJI_360 💅 * url *	0
1350	AUTHOR_TOKEN yup . They deserve this win . .	0
1351	, Lls RayRay Got Cauqht in the Rain .	0
1352	put it on em , make em wanna marry me < < < bitch shutup with all that shit . !	0
1353	okay I will talk to him later time to get in the shower EMOJI_5 so proud that he did it 👍 👍 👍	0
1354	AUTHOR_TOKEN EMOJI_42 EMOJI_476 I do ! but im a TOPIC_Belieber & TOPIC_Directioner EMOJI_467	0
1355	Swimming with Mikey EMOJI_5	0
1356	AUTHOR_TOKEN Nope , I can not stand to lick envelopes either . . yuck !	0
1357	My dreadlocks were TOPIC_cute TOPIC_newhairdo	0
1358	Donald Trump is really serious about being a Birther , you guys — and it ’ s not a joke . * url * TOPIC_ABLC TOPIC_p2 TOPIC_TFY TOPIC_GOP2012 TOPIC_racism	0
1359	Principles of business is so fun . EMOJI_802 💤	0
1360	I should teach AUTHOR_TOKEN my omurice recipe ~ EMOJI_672	0
1361	AUTHOR_TOKEN great year for this plan , what with the incredibly strong draft class next year	0
1362	Every pot got a lid fa true	0
1363	On the menu Today , a visit to AUTHOR_TOKEN to express my gratitude	0
1364	Sex is so disgusting !	0
1365	AUTHOR_TOKEN The struggle must have been too real . HOLLABACK	0
1366	Every time I see Dave Grohl with his long hippy haircut I wonder if he 's back on heroin .	0
1367	AUTHOR_TOKEN mr chambers I can not explain how honoured I am to have u following ! ! I have been away . . Soo have not been around . . Wbu ? ?	0
1368	Do not take my niceness for granted I am still a real nigga	0
1369	smokin arts , wich informs broken hearts , she say Radio , We say RADIOO	0
1370	I forgot how interesting and amusing twitter was . .	0
1371	AUTHOR_TOKEN lmaoo proper TOPIC_bassface EMOJI_769 EMOJI_769 EMOJI_769	0
1372	Traveling first class from Paris . Is it worth the price ? * url *	0
1373	Unexpected romantic conflict might surface today and have impa . . More for Sagittarius * url *	0
1374	Nih min buat fans arsenal AUTHOR_TOKEN EMOJI_44 * url *	0
1375	AUTHOR_TOKEN last day of the summer months people - enjoy ! !	0
1376	To be EMOJI_577 getting up early to make breakfast	0
1377	AUTHOR_TOKEN Twitter ? Lol	0
1378	I have got to get my money back this time 💰 🍁 👌	0
1379	AUTHOR_TOKEN AUTHOR_TOKEN AUTHOR_TOKEN love you headbanging mofo 's ! ! !	0
1380	TOPIC_10TurnOns Well . . ya gotta turn on the lights , tv , stove , shower , microwave , sink , Ac , radio . . and so on . .	0
1381	AUTHOR_TOKEN That Organization is so NOT watched any more that no one noticed you spelled MSNBC wrong ; LMAO	0
1382	so happy work has started again	0
1383	Exactly , but some middle class want it raised apparently . RT AUTHOR_TOKEN : Romney is lying now-Obama CUT middle class taxes .	0
1384	TOPIC_hoam RT AUTHOR_TOKEN : We live in a world where losing your phone is more dramatic than losing your virginity .	0
1385	Stupid android . . EMOJI_524	0
1386	Love you more than this TOPIC_kodeASIKASIK * poke AUTHOR_TOKEN EMOJI_39 hahah	0
1387	gonna buy some Nike Air Max 's to follow all the hipters	0
1388	“ AUTHOR_TOKEN : Someday you will be everything to someone , just be patient . ”	0
1389	School starts next week and I still havent started my summer assignment - . - fml	0
1390	Happy birthday Fine ! ! ! EMOJI_292 EMOJI_257 Love you tons ! * url *	0
1391	Here is an update on hotel availability , shelters , and local museum and restaurant discounts during Hurricane . . * url *	0
1392	Milton Keynes continue their trend of signing old , injury prone englishmen by nabbing Owen Hargraves TOPIC_bbcfootball	0
1393	TOPIC_SpongebobEpisodeIllNeverForget the fry cook games	0
1394	When I stop responding , it means you are not worth anymore of my time . It does not mean you win .	0
1395	KeKe Wyatt looks like one of my prophytes . .	0
1396	AUTHOR_TOKEN me to	0
1397	Check out this great item : 26x1 . 5/1 . 75 Weinmann 519 Wheelset Quick Release * url *	0
1398	The models that they use on the TOPIC_Asos runway look drunk . Where 'd they learn how to walk ? Stand up straight girlfriend	0
1399	Woo ! When you are up to 12:30 finishing you are English paper !	0
1400	AUTHOR_TOKEN AUTHOR_TOKEN I wudnt say funny lmao ! !	0
1401	AUTHOR_TOKEN AUTHOR_TOKEN ive got a paypal ?	0
1402	AUTHOR_TOKEN I am sorry it just happened that way	0
1403	“ AUTHOR_TOKEN : I saw about 12 Nicki 's today . . I did not bother to say hello lol ” lol	0
1404	Your not going to believe this but were on Facebook - check us out * url *	0
1405	AUTHOR_TOKEN AUTHOR_TOKEN how VERY dare you !	0
1406	13 users followed me and 5 users unfollowed me today ( checked by * url * [ autotweet ]	0
1407	Thanks for showing me how real Christians act . . ur such a good example . .	0
1408	This night rocked	0
1409	AUTHOR_TOKEN you rock ! ! ! I am so out of it . I never pay attention .	0
1410	I favorited a AUTHOR_TOKEN video * url * Hollywood Undead - Christmas In Hollywood ( W / Lyrics )	0
1411	Raiders - Denarius Moore-WR : Denarius Moore ( hamstring ) and Jacoby Ford ( foot ) both sat out practice Monday , pro . . * url *	0
1412	physical therapy . . ughh	0
1413	AUTHOR_TOKEN I do not see anything wrong with this . High quality journalism . TOPIC_thingssnookiwouldwriteabout	0
1414	AUTHOR_TOKEN my phone off EMOJI_4	0
1415	AUTHOR_TOKEN ov in nederland is overall om te huilen EMOJI_41	0
1416	Do you want a cookie for that ? TOPIC_notagreatachievement	0
1417	Looks like I am going to need to be investing in some big sweaters for fall . Ah darn !	0
1418	Can feel the feet pulsating . . slow one . . because my resting heart rate is circa 45bpm . .	0
1419	1mile 100 sqauts 100calf lifts 100 curlups 50 pushups 20 full stair climbs ( 1 stair climb = up and down once ) we wll se hw lng ths lst	0
1420	Shitty day	0
1421	Choose a telephone answering package that is right for your business . * url *	0
1422	AUTHOR_TOKEN AUTHOR_TOKEN yeah , trophies and goals are not everything .	0
1423	Everyone was making comments about how big my butt was . awwkk	0
1424	What 's the point of being alive if you do not at least try to do something remarkable ?	0
1425	"As long as we have memories , yesterday remains . As long as we have hopes , tomorrow awaits . As long as we have friendship , it 's never a waste """	0
1426	AUTHOR_TOKEN oh maybe cause you two live together now . . ✋ EMOJI_823 ✋ just maybe TOPIC_imgladforyou TOPIC_getitin TOPIC_jkew	0
1427	Who you gonna call ? Ghostbusters ! !	0
1428	That 's not right	0
1429	Hoes all on my bandwagon .	0
1430	AUTHOR_TOKEN lmao ! Eargasms ? ? Hahahah . . If it 's reached that level then okay I am going there EMOJI_76	0
1431	imagineertobe : This might be my favorite backstage photo ! Look at the Haunted Mansion facade down at the bott … * url *	0
1432	Thanks to AUTHOR_TOKEN for providing greenbelt essentials . TOPIC_gin TOPIC_wellies	0
1433	Summer fruits is so yummy	0
1434	Thankful that GOD blessed me wit another day 🙏	0
